Submission id,PROLIFIC_PID,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Employment-sector,Knowledge of software development techniques,Company size,Company type,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
669598819d31d62b6fb2baae,667e9a6f2898845b9502b1de,APPROVED,Not Applicable,2024-07-15T21:53:54.370000Z,2024-07-15T22:01:06.515000Z,2024-07-16T16:00:16.956000Z,2024-07-15T22:01:11.212895Z,433,NOCODE,50,Information Technology,"Cloud computing, Background processing, Search technologies",1000+,Large private enterprise,26,Male,White,United States,United States,United States,English,No,Full-Time
6695989e83501ffc7f698632,62838cdc775f6094ddf0664b,APPROVED,Not Applicable,2024-07-15T21:46:09.831000Z,2024-07-15T21:52:15.757000Z,2024-07-16T15:59:42.141000Z,2024-07-15T21:52:16.348530Z,366,NOCODE,1894,Information Technology,"Shell scripting, Cloud computing",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),37,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
6695990807f6d8c6cc383e03,6622bf4c8a4ed28e29d7f5f7,APPROVED,Not Applicable,2024-07-15T21:47:56.228000Z,2024-07-15T21:54:32.278000Z,2024-07-23T12:40:08.555000Z,2024-07-15T21:54:51.874462Z,397,NOCODE,342,Information Technology,Don't know/Rather not say,1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),30,Female,White,United States,United States,United States,English,No,Full-Time
6695992e6635187639c26cbe,653178c7d58b18168deb79bd,APPROVED,Not Applicable,2024-07-15T21:48:30.480000Z,2024-07-15T21:53:08.428000Z,2024-07-23T12:47:22.705000Z,2024-07-15T21:53:09.315293Z,278,NOCODE,350,Information Technology,Don't know/Rather not say,1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),19,Male,White,Poland,Poland,Poland,Polish,Yes,Full-Time
6695993644269c3d2a6aabe3,5c41f9ce4fe4f800016dfaac,APPROVED,Not Applicable,2024-07-15T21:48:42.908000Z,2024-07-15T21:54:27.678000Z,2024-07-23T12:52:21.961000Z,2024-07-15T21:54:45.975551Z,345,NOCODE,848,Information Technology,UI design,1000+,Large private enterprise,29,Male,Mixed,South Africa,South Africa,South Africa,English,Yes,Full-Time
669599a024de494a22ae9525,669179f2845f87a6ee8b3b95,APPROVED,Not Applicable,2024-07-15T21:50:32.559000Z,2024-07-15T21:57:28.346000Z,2024-07-23T12:39:07.336000Z,2024-07-15T21:57:29.014775Z,416,NOCODE,7,Information Technology,Cloud computing,1000+,Large private enterprise,54,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
669599e60806f0ddbdbb1423,6605cd2fc352ad987368723a,APPROVED,Not Applicable,2024-07-15T21:51:53.238000Z,2024-07-15T21:58:28.617000Z,2024-07-16T16:00:07.717000Z,2024-07-15T21:58:31.024641Z,396,NOCODE,157,Information Technology,Cloud computing,1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),53,Male,White,Canada,Canada,Canada,English,No,Full-Time
66959a19b68b93d1b01216ae,5aa1c9fe35237b000112df7d,APPROVED,Not Applicable,2024-07-15T21:52:46.521000Z,2024-07-15T22:01:44.251000Z,2024-07-25T09:54:58.718000Z,2024-07-15T22:01:47.390187Z,538,NOCODE,232,Information Technology,"Shell scripting, Web servers, Unit testing, Version control, Background processing",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),32,Male,White,Czech Republic,Czech Republic,Czech Republic,Czech,No,Full-Time
66959a4563de1efb42eeee5e,5fdcad62eed16d2504b27f5a,APPROVED,Not Applicable,2024-07-15T21:53:17.538000Z,2024-07-15T22:04:57.777000Z,2024-07-23T13:18:20.666000Z,2024-07-15T22:06:17.859042Z,701,NOCODE,382,Information Technology,"Debugging, Database management, Search technologies",1000+,Large private enterprise,20,Female,Black,Congo the Democratic Republic of the,South Africa,Congo the Democratic Republic of the,English,Yes,Full-Time
66959b2b22e89dfccd8d1871,5f6a546fe472fc0f4dc976c9,APPROVED,Not Applicable,2024-07-15T21:57:04.457000Z,2024-07-15T22:03:45.434000Z,2024-07-23T12:53:41.856000Z,2024-07-15T22:06:02.121398Z,401,NOCODE,184,Information Technology,"Debugging, Shell scripting, UX, Monitoring, Functional testing",1000+,Large private enterprise,35,Male,Asian,China,Canada,Canada,English,No,Full-Time
66959b388b6cc0aa5dc21c39,60a9610cae689e66af400f01,APPROVED,Not Applicable,2024-07-15T21:57:16.450000Z,2024-07-15T22:08:52.494000Z,2024-07-23T12:34:03.764000Z,2024-07-15T22:08:53.864465Z,697,NOCODE,755,Information Technology,"Shell scripting, Version control, Debugging, Functional testing, Unit testing, Database management, Responsive design, UI design",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),25,Male,Asian,United Kingdom,United Kingdom,United Kingdom,Bengali,Yes,Full-Time
66959b7283501ffc7f6986ae,60e5cb4ca01a593fce9a379d,APPROVED,Not Applicable,2024-07-15T21:58:17.139000Z,2024-07-15T22:05:18.384000Z,2024-07-23T13:05:03.232000Z,2024-07-23T17:26:05.611727Z,422,NOCODE,2490,Information Technology,"Cloud computing, Shell scripting, Background processing, Search technologies, Monitoring, caching, Version control, Debugging, Functional testing, Unit testing, Web servers, Database management, Responsive design, UX, A/B testing, UI design",1000+,Large private enterprise,34,Male,Asian,India,United States,India,Telugu,No,Full-Time
66959bf53e3dfcf11257e69e,5eeb326764eb142830aa5cfb,APPROVED,Not Applicable,2024-07-15T22:00:28.899000Z,2024-07-15T22:04:46.871000Z,2024-07-25T09:55:13.816000Z,2024-07-15T22:06:15.447145Z,258,NOCODE,701,Information Technology,"Monitoring, Cloud computing, UX, A/B testing, UI design, Database management, Web servers, Unit testing, Background processing, Search technologies, Shell scripting, Functional testing",1000+,Large private enterprise,39,Male,Asian,India,Canada,India,Malayalam,No,Full-Time
66959c28e56c8f01180a8bdb,6581a479f9807ef785856770,APPROVED,Not Applicable,2024-07-15T22:01:53.517000Z,2024-07-15T22:05:56.662000Z,2024-07-23T12:44:15.302000Z,2024-07-15T22:06:33.305069Z,244,NOCODE,175,Information Technology,"Cloud computing, Virtualisation",1000+,Large private enterprise,20,Male,Other,Nigeria,United States,Nigeria,English,DATA_EXPIRED,DATA_EXPIRED
66959cefd79b6a3e9c70c099,65a7e4a761de34226ae7b490,APPROVED,Not Applicable,2024-07-15T22:04:38.140000Z,2024-07-15T22:08:50.052000Z,2024-07-23T12:44:50.250000Z,2024-07-15T22:08:52.164780Z,252,65a7e4a761de34226ae7b490,27,Information Technology,"caching, Monitoring, Web servers",1000+,Large private enterprise,43,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66959dc76db58bdcd2d1e49f,6679991eb7c93e019fc13239,APPROVED,Not Applicable,2024-07-15T22:08:11.066000Z,2024-07-15T22:13:55.157000Z,2024-07-23T17:24:03.876000Z,2024-07-15T22:13:56.427392Z,345,NOCODE,31,Information Technology,"Version control, UI design, UX, Responsive design",1000+,Large private enterprise,36,Male,Asian,Canada,Canada,Canada,English,No,Full-Time
66959dc9a818b029db603124,65b8202861254d42a61c7fa9,APPROVED,Not Applicable,2024-07-15T22:08:18.023000Z,2024-07-15T22:13:14.646000Z,2024-07-23T12:48:47.502000Z,2024-07-15T22:13:33.675549Z,297,NOCODE,132,Information Technology,"Cloud computing, Virtualisation, Functional testing, Unit testing",1000+,Large private enterprise,47,Male,Asian,Singapore,Australia,Singapore,English,No,Full-Time
66959df0383d9c538fb32505,6293c7cef1af3c7badc3e25b,APPROVED,Not Applicable,2024-07-15T22:08:48.063000Z,2024-07-15T22:12:22.500000Z,2024-07-23T12:43:05.127000Z,2024-07-15T22:12:24.624709Z,215,NOCODE,1241,Information Technology,"Functional testing, A/B testing, Debugging",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),30,Male,White,United States,United States,United States,English,No,Full-Time
66959dfba0ad31e4d5928a1c,63d412b04410a6e323b0d343,APPROVED,Not Applicable,2024-07-15T22:09:03.640000Z,2024-07-15T22:13:19.961000Z,2024-07-23T12:46:07.543000Z,2024-07-15T22:13:34.696468Z,257,NOCODE,2938,Information Technology,"UI design, A/B testing, Database management, Debugging, UX",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),37,Female,Asian,United States,United States,United States,English,No,Full-Time
66959efe94dcd4ffd3979c58,668a9713e3a5738ea2049491,APPROVED,Not Applicable,2024-07-15T22:13:25.615000Z,2024-07-15T22:22:24.652000Z,2024-07-23T12:36:16.629000Z,2024-07-15T22:22:58.524076Z,540,NOCODE,8,Information Technology,"A/B testing, UX, UI design",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),36,Female,White,Latvia,Australia,Australia,English,Yes,Full-Time
66959ffc1dfcf44f6ca99ee3,6328ea8c44e1e6f7180facd3,APPROVED,Not Applicable,2024-07-15T22:17:41.881000Z,2024-07-15T22:21:45.324000Z,2024-07-23T12:44:26.501000Z,2024-07-15T22:22:06.612263Z,244,NOCODE,517,Information Technology,"Cloud computing, Database management, Web servers, Unit testing, Functional testing, Debugging",1000+,Large private enterprise,23,Male,White,Poland,United Kingdom,United Kingdom,English,No,Full-Time
6695a015603aa8d9511f63d1,663068f52490bf6d13f95968,APPROVED,Not Applicable,2024-07-15T22:19:26.435000Z,2024-07-15T22:33:36.945000Z,2024-07-24T13:24:14.564000Z,2024-07-15T22:33:37.599678Z,851,NOCODE,115,Information Technology,"Shell scripting, Background processing, caching, Version control, Virtualisation, Debugging, Unit testing",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),33,Female,White,Iran,Canada,Iran,Farsi,No,Full-Time
6695a0486a7d8eefadb14e10,579937134d107800016dd569,APPROVED,Not Applicable,2024-07-15T22:18:52.819000Z,2024-07-15T22:23:50.329000Z,2024-07-23T12:48:55.624000Z,2024-07-15T22:23:51.042250Z,298,NOCODE,1374,Information Technology,"UX, Responsive design",1000+,Large private enterprise,42,Female,Black,United States,United States,United States,English,No,Full-Time
6695a06c93b951e2d0910963,6630daff9088d00270bf8fc7,APPROVED,Not Applicable,2024-07-15T22:19:40.674000Z,2024-07-15T22:30:28.801000Z,2024-07-16T16:01:03.370000Z,2024-07-15T22:32:49.633371Z,649,NOCODE,243,Information Technology,"Cloud computing, Monitoring, Functional testing, Debugging, Web servers, Database management",1000+,Large private enterprise,43,Male,White,United States,United States,United States,English,No,Full-Time
6695a073fdbe4113b88dc84a,668eb0991246933c71817f54,APPROVED,Not Applicable,2024-07-15T22:19:36.778000Z,2024-07-15T22:27:17.059000Z,2024-07-16T16:00:56.704000Z,2024-07-15T22:30:27.684398Z,461,NOCODE,12,Information Technology,"Shell scripting, Background processing, Version control, Debugging, Functional testing, Unit testing, Web servers, Database management, UI design, Responsive design, UX",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),47,Female,White,Russian Federation,United States,Russian Federation,Russian,No,Part-Time
6695a2467fbc8273606ab368,650309a7aa388e72bb5f3d22,APPROVED,Not Applicable,2024-07-15T22:27:18.331000Z,2024-07-15T22:32:43.451000Z,2024-07-23T12:52:00.651000Z,2024-07-15T22:32:56.834900Z,326,NOCODE,599,Information Technology,"Monitoring, Version control, Cloud computing",1000+,Large private enterprise,19,Male,White,Poland,Poland,Poland,Polish,No,Full-Time
6695a28b14b1404de30e4a35,66588675c6cf038dad7c95e9,APPROVED,Not Applicable,2024-07-15T22:28:37.030000Z,2024-07-15T22:33:10.841000Z,2024-07-23T12:47:11.841000Z,2024-07-15T22:33:11.827304Z,274,NOCODE,20,Information Technology,"Database management, Web servers, Responsive design, Debugging, Background processing",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),25,Female,Asian,India,United Kingdom,United Kingdom,English,No,Full-Time
6695a32281b1645938394b08,60ceeec3a0bed4a1e603b8d7,APPROVED,Not Applicable,2024-07-15T22:31:02.485000Z,2024-07-15T22:38:56.710000Z,2024-07-23T12:37:04.016000Z,2024-07-15T22:39:27.169970Z,475,NOCODE,5149,Information Technology,"Cloud computing, Monitoring, caching, Version control, Virtualisation, Unit testing, Database management, Web servers",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),33,Male,Asian,Japan,United States,United States,Japanese,No,Full-Time
6695a3e8cb1ba5aa7aa80681,6505e90a3ea83031f55ee535,APPROVED,Not Applicable,2024-07-15T22:34:16.155000Z,2024-07-15T22:44:08.002000Z,2024-07-16T16:01:19.005000Z,2024-07-15T22:44:09.210932Z,592,NOCODE,547,Information Technology,"Cloud computing, Functional testing, Web servers, Virtualisation",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),51,Female,White,Poland,Poland,Poland,Polish,DATA_EXPIRED,DATA_EXPIRED
6695a40d2008da1146c1cc9e,656b38d668b29fde6f41f076,APPROVED,Not Applicable,2024-07-15T22:34:57.277000Z,2024-07-15T22:40:07.828000Z,2024-07-23T12:50:23.960000Z,2024-07-15T22:40:41.948764Z,311,NOCODE,12,Information Technology,"Cloud computing, Shell scripting, Debugging",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),29,Female,Asian,China,Canada,China,Chinese,No,Full-Time
6695a4879d5ae9c830b4e9e6,664b6f274e5995790909caa3,APPROVED,Not Applicable,2024-07-15T22:37:07.903000Z,2024-07-15T23:04:53.546000Z,2024-07-23T12:28:56.354000Z,2024-07-15T23:05:28.328862Z,1666,NOCODE,9,Information Technology,"Monitoring, Search technologies, Background processing, Shell scripting, Cloud computing, Version control, Virtualisation, Debugging, Functional testing, Web servers, Database management, Responsive design, UI design, A/B testing, UX",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),37,Female,Asian,Indonesia,Indonesia,Indonesia,Indonesian,No,Full-Time
6695a4d3853253e7a7eea932,6505e1d7baa4d89f7a2f3b53,APPROVED,Not Applicable,2024-07-15T22:38:11.410000Z,2024-07-15T22:43:28.379000Z,2024-07-23T12:50:57.550000Z,2024-07-15T22:43:29.003478Z,317,NOCODE,582,Information Technology,"Version control, Cloud computing, Shell scripting, Background processing",1000+,Large private enterprise,39,Male,White,Poland,Poland,Poland,Polish,No,Full-Time
6695a96458bf1268de0a3e3e,6659d1243a4021cef19308d5,APPROVED,Not Applicable,2024-07-15T22:57:48.800000Z,2024-07-15T23:39:13.911000Z,2024-07-16T16:01:47.432000Z,2024-07-16T00:07:35.372771Z,2486,NOCODE,5,Information Technology,"Search technologies, Database management",1000+,Large private enterprise,22,Female,Mixed,Spain,Spain,Spain,Spanish,Yes,Part-Time
6695ab8782fd54349473d44f,669290588d63435ce7f16ddf,APPROVED,Not Applicable,2024-07-15T23:07:16.574000Z,2024-07-15T23:31:04.234000Z,2024-07-16T16:01:38.101000Z,2024-07-15T23:54:15.226584Z,1428,NOCODE,19,Information Technology,"Shell scripting, Background processing",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),21,Female,White,United States,United States,DATA_EXPIRED,English,No,Full-Time
6695ac052008da1146c1ce29,667d80dee9623f417d32cc41,APPROVED,Not Applicable,2024-07-15T23:09:06.656000Z,2024-07-15T23:31:00.310000Z,2024-07-16T16:01:30.446000Z,2024-07-15T23:54:14.670770Z,1314,NOCODE,42,Information Technology,"Cloud computing, Shell scripting, Background processing",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),25,Female,White,United States,United States,DATA_EXPIRED,English,No,Full-Time
6695ada2cb7c241f35dabee8,60065a5b1c26cc90f0c55664,APPROVED,Not Applicable,2024-07-15T23:15:50.851000Z,2024-07-15T23:22:43.596000Z,2024-07-23T13:03:29.892000Z,2024-07-23T17:26:05.793894Z,413,NOCODE,137,Information Technology,"Version control, Debugging, Database management",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),34,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
6695adaa3b92f8bad67ee9d2,6663d02c232bcc6a15b240b3,APPROVED,Not Applicable,2024-07-15T23:16:00.116000Z,2024-07-15T23:31:23.843000Z,2024-07-23T13:48:12.612000Z,2024-07-23T17:26:05.810483Z,924,NOCODE,17,Information Technology,"Debugging, Database management, Version control",1000+,Large private enterprise,38,Female,White,Russian Federation,Japan,Japan,Russian,No,Full-Time
6695b21f260334f2482b46f9,65084acc68c9ee35e56a7f22,APPROVED,Not Applicable,2024-07-15T23:35:00.909000Z,2024-07-15T23:38:55.969000Z,2024-07-23T12:43:50.233000Z,2024-07-16T00:06:49.430100Z,236,NOCODE,193,Information Technology,"Cloud computing, Shell scripting, Background processing, Search technologies, Monitoring, caching, Version control, Virtualisation, Debugging, Functional testing, Unit testing, Web servers, Database management, Responsive design, UI design, A/B testing, UX",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),25,Female,Asian,China,United States,China,English,Yes,Full-Time
6695b59acb1ba5aa7aa809bd,65a406c16f17beac9e7e6fe7,APPROVED,Not Applicable,2024-07-15T23:49:55.417000Z,2024-07-15T23:57:00.424000Z,2024-07-23T14:08:20.074000Z,2024-07-16T00:08:52.180340Z,426,NOCODE,80,Information Technology,"Cloud computing, Search technologies, Monitoring, Version control, Functional testing, Unit testing, Web servers, Database management, Responsive design, UI design, UX",1000+,Large private enterprise,45,Female,White,Australia,Australia,Australia,English,DATA_EXPIRED,Full-Time
6695b6a3433ccbe40b18b7f7,65c684fc340d02b99e802e1b,APPROVED,Not Applicable,2024-07-15T23:54:15.107000Z,2024-07-15T23:58:47.447000Z,2024-07-23T12:46:50.789000Z,2024-07-16T00:08:59.084346Z,273,NOCODE,75,Information Technology,"Cloud computing, Shell scripting, Version control, Debugging, Functional testing, Unit testing, Responsive design, UI design, UX",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),23,Female,Asian,Australia,Australia,Australia,English,No,Full-Time
6695b8f8816808350217a4e0,65a97d5307f808a0b287e677,APPROVED,Not Applicable,2024-07-16T00:04:20.652000Z,2024-07-16T00:18:11.069000Z,2024-07-16T16:02:01.695000Z,2024-07-16T00:18:21.430098Z,831,NOCODE,40,Information Technology,"Background processing, Database management",1000+,Large private enterprise,29,Female,Black,Nigeria,Japan,Nigeria,English,No,Full-Time
6695c2149d31d62b6fb2c3fb,6601a00c30582f248a36232c,APPROVED,Not Applicable,2024-07-16T00:43:07.755000Z,2024-07-16T00:52:46.257000Z,2024-07-23T12:36:05.055000Z,2024-07-16T01:30:03.733027Z,579,NOCODE,7,Information Technology,"Functional testing, UI design, UX",1000+,Large private enterprise,41,Female,Black,Zimbabwe,Ireland,Ireland,Other,No,Full-Time
6695c402ced9c0a280eeae90,5be0d2374579d00001ad8d6d,APPROVED,Not Applicable,2024-07-16T00:51:21.388000Z,2024-07-16T00:57:21.549000Z,2024-07-16T16:02:10.511000Z,2024-07-16T01:35:55.912506Z,361,NOCODE,415,Information Technology,Responsive design,1000+,Large private enterprise,26,Female,Other,Mexico,Mexico,Mexico,Spanish,Yes,Full-Time
6695c80665d8ee25cd2bdd0d,5eb06d490b554111d40b842f,APPROVED,Not Applicable,2024-07-16T01:08:31.098000Z,2024-07-16T01:21:07.613000Z,2024-07-23T17:22:38.792000Z,2024-07-16T02:20:37.980445Z,757,NOCODE,190,Information Technology,"Database management, Web servers",1000+,Large private enterprise,35,Female,Other,Mexico,Mexico,Mexico,Spanish,Yes,Full-Time
6695c8d968988bc7c157c11a,665a6d20e4fd69fa455ce3ca,APPROVED,Not Applicable,2024-07-16T01:12:04.617000Z,2024-07-16T01:17:20.185000Z,2024-07-23T12:50:48.174000Z,2024-07-16T02:10:19.238534Z,316,NOCODE,32,Information Technology,"Search technologies, Database management, Virtualisation, Cloud computing",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),30,Female,White,United States,United States,United States,English,No,Full-Time
6695d144ced9c0a280eeb248,6648074d0fed8ec434d0527c,APPROVED,Not Applicable,2024-07-16T01:47:52.863000Z,2024-07-16T01:53:34.478000Z,2024-07-23T12:52:11.121000Z,2024-07-16T04:00:46.130089Z,342,NOCODE,54,Information Technology,Don't know/Rather not say,1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),33,Female,Black,United States,United States,United States,English,No,Full-Time
6695d2580b5f7fac68b2a09d,6682f2e94811d8f9981310e9,APPROVED,Not Applicable,2024-07-16T01:52:27.888000Z,2024-07-16T01:57:31.348000Z,2024-07-23T12:49:34.271000Z,2024-07-16T04:00:52.278917Z,304,NOCODE,82,Information Technology,"Search technologies, Database management, Debugging, UI design, UX, Web servers",1000+,Large private enterprise,20,Female,Black,United States,United States,United States,English,Yes,Part-Time
6695d66063a87f9cd0d3d561,5d574f9b4bbdf3001a142b84,APPROVED,Not Applicable,2024-07-16T02:09:41.798000Z,2024-07-16T02:14:13.935000Z,2024-07-23T12:47:01.227000Z,2024-07-16T04:01:06.916285Z,273,NOCODE,328,Information Technology,"Responsive design, Version control, Functional testing, UI design, Unit testing, UX, Debugging",1000+,Large private enterprise,33,Female,White,United States,United States,United States,English,No,Full-Time
6695d7a2d62534ce26327c2e,666a04ad7b938093d197e346,APPROVED,Not Applicable,2024-07-16T02:15:08.316000Z,2024-07-16T02:24:54.451000Z,2024-07-16T16:02:36.425000Z,2024-07-16T04:01:17.877762Z,587,NOCODE,73,Information Technology,"Cloud computing, Debugging",1000+,Large private enterprise,31,Female,Black,United States,United States,United States,English,No,Full-Time
6695dfc4afac9d73f2a3b572,60067204cef0ed9ed2fa3f64,APPROVED,Not Applicable,2024-07-16T02:49:40.888000Z,2024-07-16T03:00:34.015000Z,2024-07-16T16:03:01.682000Z,2024-07-16T04:01:43.514827Z,654,NOCODE,257,Information Technology,Don't know/Rather not say,1000+,Large private enterprise,29,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
6695ea6ad248e9552bb31d10,668bef8641eee0e3155f3b33,APPROVED,Not Applicable,2024-07-16T03:35:28.803000Z,2024-07-16T03:45:04.212000Z,2024-07-16T16:03:10.556000Z,2024-07-16T04:02:16.904191Z,576,NOCODE,6,Information Technology,Cloud computing,1000+,Large private enterprise,29,Female,Black,Lesotho,South Africa,South Africa,English,No,Full-Time
6695f002e33f6b17bea3bb75,6682b0cb04af48acce6f2baa,APPROVED,Not Applicable,2024-07-16T03:59:23.728000Z,2024-07-16T04:08:41.535000Z,2024-07-16T16:03:18.103000Z,2024-07-16T04:08:42.131076Z,558,6682b0cb04af48acce6f2baa,1,Information Technology,"Database management, Web servers, Shell scripting",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),32,Female,Black,Zimbabwe,South Africa,Zimbabwe,English,No,Full-Time
6695f5142f0d5758ec39613f,667d677df8754efa34d124ce,APPROVED,Not Applicable,2024-07-16T04:20:47.826000Z,2024-07-16T04:33:48.257000Z,2024-07-23T13:21:07.368000Z,2024-07-16T04:33:48.886838Z,781,667d677df8754efa34d124ce,8,Information Technology,"Cloud computing, caching, Debugging, Web servers, Database management, Responsive design, UI design",1000+,Large private enterprise,21,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
6695fde5d62534ce263284ce,60f1d99a67bc1538a6dadc94,APPROVED,Not Applicable,2024-07-16T04:58:13.347000Z,2024-07-16T05:03:12.158000Z,2024-07-23T12:49:05.825000Z,2024-07-16T05:03:12.873562Z,299,NOCODE,543,Information Technology,"UX, A/B testing",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),28,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
669601a70b5f7fac68b2ab76,664b827d15dfea2ad4459dd3,APPROVED,Not Applicable,2024-07-16T05:14:15.021000Z,2024-07-16T05:37:10.035000Z,2024-07-23T12:58:52.687000Z,2024-07-16T05:37:10.864164Z,1376,NOCODE,31,Information Technology,Functional testing,1000+,Large private enterprise,27,Female,Asian,India,India,India,Telugu,No,Full-Time
669602bde9bbde7dd373e67f,663d500428aec231492cf104,APPROVED,Not Applicable,2024-07-16T05:18:58.527000Z,2024-07-16T05:25:10.264000Z,2024-07-23T13:13:13.580000Z,2024-07-16T05:25:20.644800Z,372,NOCODE,26,Information Technology,UI design,1000+,Large private enterprise,20,Female,White,United States,United States,United States,English,Yes,Part-Time
669602ea58bf1268de0a52b3,60e2f470553183d542620b02,APPROVED,Not Applicable,2024-07-16T05:19:38.374000Z,2024-07-16T05:32:00.625000Z,2024-07-25T09:55:14.474000Z,2024-07-16T05:32:44.093195Z,743,NOCODE,52,Information Technology,"UI design, UX, Background processing, Version control, Database management",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),29,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
669605b38b4343c982928900,666ebf54db85a613d3c54d4b,APPROVED,Not Applicable,2024-07-16T05:31:35.908000Z,2024-07-16T05:42:10.753000Z,2024-07-23T17:22:49.015000Z,2024-07-16T05:43:11.176767Z,635,NOCODE,46,Information Technology,"Version control, Unit testing, Debugging, Web servers, Database management, Responsive design, UI design, A/B testing, UX",1000+,Large private enterprise,25,Female,Black,Nigeria,United Kingdom,Nigeria,English,No,Full-Time
66960d89b0ae9b1d115a6bc1,5dc1e5525fd203158d2a3343,APPROVED,Not Applicable,2024-07-16T06:04:57.940000Z,2024-07-16T06:12:44.747000Z,2024-07-23T14:30:34.743000Z,2024-07-16T06:12:45.827569Z,467,NOCODE,147,Information Technology,"Cloud computing, Background processing, Monitoring, Functional testing, Debugging, Web servers, Database management",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),26,Female,White,Spain,Spain,Spain,Spanish,No,Full-Time
66960f44f682cbdaaf841600,5e4db49d96e3c32079f64790,APPROVED,Not Applicable,2024-07-16T06:12:20.696000Z,2024-07-16T06:18:21.933000Z,2024-07-23T12:52:57.783000Z,2024-07-16T06:21:02.056996Z,362,NOCODE,2421,Information Technology,Functional testing,1000+,Large private enterprise,53,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6696126f64e48e8aab59c8e8,6110f471f4e37e1cdb008c3d,APPROVED,Not Applicable,2024-07-16T06:26:02.563000Z,2024-07-16T06:30:14.645000Z,2024-07-23T12:44:59.181000Z,2024-07-16T06:32:35.825356Z,253,NOCODE,37,Information Technology,"Responsive design, UX, UI design",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),33,Female,White,Latvia,Latvia,Latvia,Latvian,No,Full-Time
669613211560ca97be7ade4b,668e996b667f5460c7517fa7,APPROVED,Not Applicable,2024-07-16T06:28:51.892000Z,2024-07-16T06:37:07.948000Z,2024-07-16T16:03:34.841000Z,2024-07-16T06:37:08.708952Z,497,NOCODE,9,Information Technology,"Functional testing, UI design, UX, A/B testing, Responsive design",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),33,Female,White,Poland,Poland,Poland,Polish,No,Full-Time
669615453a76c6b8c8c0ce26,6658d234fa019e8f175c83f7,APPROVED,Not Applicable,2024-07-16T06:38:01.173000Z,2024-07-16T06:45:20.742000Z,2024-07-23T14:00:22.888000Z,2024-07-16T06:45:21.360864Z,440,NOCODE,102,Information Technology,"UX, A/B testing, UI design",1000+,Large private enterprise,30,Female,Black,Nigeria,United Kingdom,Nigeria,English,No,Full-Time
669617a782a51237a54fa966,64e36198b3bcc5047ed2230f,APPROVED,Not Applicable,2024-07-16T06:48:07.118000Z,2024-07-16T07:04:23.402000Z,2024-07-25T09:55:00.776000Z,2024-07-16T07:07:00.735846Z,977,NOCODE,12,Information Technology,"UI design, Database management, Cloud computing",1000+,Publicly listed/traded enterprise (e.g. listed on a stock exchange),23,Female,Other,South Africa,South Africa,South Africa,English,No,Full-Time
